mmsi,timestamp,lat,lon,sog,cog,vessel_name,vessel_type,source
-1616579009,2022-12-06 05:19:55+00:00,-10.75562,141.423741667,12.3,268.0,,Cargo,AMSA_CTS_2022-12
-1616579009,2022-12-06 06:24:54+00:00,-10.7618766667,141.190661667,13.1,266.8,,Cargo,AMSA_CTS_2022-12
-1709142768,2022-12-06 12:49:56+00:00,-10.8177483333,141.139465,10.4,90.5,,Cargo,AMSA_CTS_2022-12
-1709142768,2022-12-06 13:49:56+00:00,-10.8190883333,141.317221667,10.8,90.3,,Cargo,AMSA_CTS_2022-12
-1709142768,2022-12-06 14:54:56+00:00,-10.8183616667,141.517835,10.9,89.8,,Cargo,AMSA_CTS_2022-12
-1709142768,2022-12-06 15:59:05+00:00,-10.75281,141.688315,7.9,48.4,,Cargo,AMSA_CTS_2022-12
-1709142768,2022-12-06 16:59:56+00:00,-10.6672933333,141.771021667,5.1,42.3,,Cargo,AMSA_CTS_2022-12
-1709142768,2022-12-06 18:04:55+00:00,-10.5985683333,141.860715,10.3,85.3,,Cargo,AMSA_CTS_2022-12
-1709142768,2022-12-06 19:04:55+00:00,-10.5689783333,142.056093333,13.1,85.0,,Cargo,AMSA_CTS_2022-12
-1709142768,2022-12-06 20:04:56+00:00,-10.49832,142.276513333,13.9,73.1,,Cargo,AMSA_CTS_2022-12
-1709142768,2022-12-06 21:09:56+00:00,-10.452245,142.511926667,13.2,66.2,,Cargo,AMSA_CTS_2022-12
-1709142768,2022-12-06 22:09:56+00:00,-10.3668516667,142.711345,12.5,66.5,,Cargo,AMSA_CTS_2022-12
-1709142768,2022-12-06 23:14:55+00:00,-10.2734583333,142.90332,10.6,57.9,,Cargo,AMSA_CTS_2022-12
-1709142768,2022-12-07 00:14:56+00:00,-10.1751233333,143.058941667,11.0,58.9,,Cargo,AMSA_CTS_2022-12
-1709142768,2022-12-07 01:19:55+00:00,-10.01,143.179235,11.6,29.8,,Cargo,AMSA_CTS_2022-12
-1709142768,2022-12-07 02:19:55+00:00,-9.839125,143.271786667,11.6,19.0,,Cargo,AMSA_CTS_2022-12
-1709142768,2022-12-07 03:24:55+00:00,-9.65034666667,143.355701667,10.6,32.3,,Cargo,AMSA_CTS_2022-12
-1709142768,2022-12-07 04:29:54+00:00,-9.55444666667,143.426301667,11.0,41.0,,Cargo,AMSA_CTS_2022-12
-1709142768,2022-12-07 05:29:55+00:00,-9.420145,143.577338333,12.3,56.2,,Cargo,AMSA_CTS_2022-12
-1709142768,2022-12-07 06:29:55+00:00,-9.30668166667,143.750306667,12.3,57.5,,Cargo,AMSA_CTS_2022-12
-1709142768,2022-12-07 07:34:55+00:00,-9.24064666667,143.953813333,12.0,87.0,,Cargo,AMSA_CTS_2022-12
-1710089425,2022-12-07 21:59:41+00:00,-10.5778716667,142.21582,0.0,0.0,,Unknown,AMSA_CTS_2022-12
-1710089425,2022-12-07 23:24:35+00:00,-10.56897,142.220468333,0.0,0.0,,SAR,AMSA_CTS_2022-12
-1861096197,2022-12-05 14:19:50+00:00,-11.45395,142.984466667,10.5,10.0,,Cargo,AMSA_CTS_2022-12
-1861096197,2022-12-05 15:24:50+00:00,-11.2704333333,142.97345,10.2,342.0,,Cargo,AMSA_CTS_2022-12
-1861096197,2022-12-05 16:24:51+00:00,-11.1080166667,142.916116667,10.1,340.0,,Cargo,AMSA_CTS_2022-12
-1861096197,2022-12-05 17:29:51+00:00,-10.9331833333,142.853516667,10.2,340.0,,Cargo,AMSA_CTS_2022-12
-1861096197,2022-12-05 18:29:51+00:00,-10.7876833333,142.776233333,10.0,293.0,,Cargo,AMSA_CTS_2022-12
-1861096197,2022-12-05 19:34:49+00:00,-10.6881166667,142.634,9.5,319.0,,Cargo,AMSA_CTS_2022-12
-1861096197,2022-12-05 20:34:51+00:00,-10.5776666667,142.502033333,10.5,302.0,,Cargo,AMSA_CTS_2022-12
-1861096197,2022-12-05 21:39:51+00:00,-10.4998,142.360316667,0.0,0.0,,Cargo,AMSA_CTS_2022-12
-1861096197,2022-12-05 22:39:51+00:00,-10.5056666667,142.257083333,0.0,0.0,,Cargo,AMSA_CTS_2022-12
-1861096197,2022-12-05 23:39:51+00:00,-10.5542666667,142.143333333,0.0,0.0,,Cargo,AMSA_CTS_2022-12
-1861096197,2022-12-06 00:44:50+00:00,-10.5351,141.9787,6.8,285.0,,Cargo,AMSA_CTS_2022-12
-1861096197,2022-12-06 01:49:51+00:00,-10.5549666667,141.841983333,6.6,223.0,,Cargo,AMSA_CTS_2022-12
-1861096197,2022-12-06 02:49:51+00:00,-10.6539833333,141.709116667,10.1,232.0,,Cargo,AMSA_CTS_2022-12
-1861096197,2022-12-06 03:49:52+00:00,-10.7214333333,141.56275,9.8,272.0,,Cargo,AMSA_CTS_2022-12
-1861096197,2022-12-06 04:54:51+00:00,-10.69975,141.378416667,10.1,279.0,,Cargo,AMSA_CTS_2022-12
-1861096197,2022-12-06 05:59:51+00:00,-10.6713833333,141.189833333,10.4,277.0,,Cargo,AMSA_CTS_2022-12
-1876930750,2022-12-31 03:14:34+00:00,-10.690415,142.426361667,19.5,81.1,,Other,AMSA_CTS_2022-12
-1876930750,2022-12-31 04:14:34+00:00,-10.83965,142.684273333,19.6,145.8,,Other,AMSA_CTS_2022-12
-1876930750,2022-12-31 05:14:35+00:00,-11.0978516667,142.869481667,19.0,175.4,,Other,AMSA_CTS_2022-12
-1876930750,2022-12-31 06:14:35+00:00,-11.3960616667,142.965485,19.3,142.7,,Other,AMSA_CTS_2022-12
-1980461009,2022-12-30 01:37:01+00:00,-10.53159,141.170625,13.3,97.7,,Unknown,AMSA_CTS_2022-12
-1980461009,2022-12-30 02:39:50+00:00,-10.5577033333,141.404946667,13.2,97.1,,Cargo,AMSA_CTS_2022-12
-1980461009,2022-12-30 03:44:49+00:00,-10.5842366667,141.646113333,13.2,96.0,,Cargo,AMSA_CTS_2022-12
-1980461009,2022-12-30 04:44:56+00:00,-10.6070416667,141.843241667,13.8,111.4,,Cargo,AMSA_CTS_2022-12
-1980461009,2022-12-30 05:44:56+00:00,-10.5719166667,142.06166,14.1,88.5,,Cargo,AMSA_CTS_2022-12
-1980461009,2022-12-30 06:49:53+00:00,-10.4957716667,142.303681667,13.8,92.1,,Cargo,AMSA_CTS_2022-12
-1980461009,2022-12-30 07:49:56+00:00,-10.5887616667,142.507125,13.0,115.5,,Cargo,AMSA_CTS_2022-12
-1980461009,2022-12-30 08:54:56+00:00,-10.743885,142.673173333,12.6,140.1,,Cargo,AMSA_CTS_2022-12
-1980461009,2022-12-30 09:54:57+00:00,-10.8884966667,142.813375,13.2,165.8,,Cargo,AMSA_CTS_2022-12
-1980461009,2022-12-30 10:59:55+00:00,-11.1259983333,142.873898333,13.6,165.9,,Cargo,AMSA_CTS_2022-12
-1980461009,2022-12-30 12:04:56+00:00,-11.3736,142.906855,13.9,178.5,,Cargo,AMSA_CTS_2022-12
-1993616008,2022-12-25 23:39:53+00:00,-11.4081166667,142.989813333,12.9,9.5,,Cargo,AMSA_CTS_2022-12
-1993616008,2022-12-26 00:44:53+00:00,-11.1809633333,142.941533333,13.4,340.7,,Cargo,AMSA_CTS_2022-12
-1993616008,2022-12-26 01:49:52+00:00,-10.9491283333,142.860358333,13.6,341.5,,Cargo,AMSA_CTS_2022-12
-1993616008,2022-12-26 02:49:53+00:00,-10.7765633333,142.741005,13.8,292.0,,Cargo,AMSA_CTS_2022-12
-1993616008,2022-12-26 03:50:46+00:00,-10.61916,142.567552,13.4,320.2,,Unknown,AMSA_CTS_2022-12
-1993616008,2022-12-26 04:54:52+00:00,-10.5002483333,142.362763333,13.2,284.4,,Cargo,AMSA_CTS_2022-12
-1993616008,2022-12-26 05:59:41+00:00,-10.5610066667,142.133976667,12.2,249.9,,Cargo,AMSA_CTS_2022-12
-1993616008,2022-12-26 06:59:58+00:00,-10.5652383333,141.963261667,5.0,29.3,,Cargo,AMSA_CTS_2022-12
-1993616008,2022-12-26 08:00:35+00:00,-10.6081,141.856402,5.9,175.4,,Unknown,AMSA_CTS_2022-12
-1993616008,2022-12-26 09:04:51+00:00,-10.7012633333,141.717763333,12.1,239.6,,Cargo,AMSA_CTS_2022-12
-1993616008,2022-12-26 10:09:50+00:00,-10.74826,141.509006667,12.4,279.6,,Cargo,AMSA_CTS_2022-12
-1993616008,2022-12-26 11:09:51+00:00,-10.71268,141.296295,12.9,280.0,,Cargo,AMSA_CTS_2022-12
-1993616008,2022-12-26 12:09:51+00:00,-10.67596,141.07802,13.2,279.1,,Cargo,AMSA_CTS_2022-12
-2069006895,2022-12-05 17:06:11+00:00,-10.8172266667,141.660801667,5.7,90.6,,Unknown,AMSA_CTS_2022-12
-2069006895,2022-12-05 18:09:41+00:00,-10.8148316667,141.760935,5.6,91.8,,Fishing,AMSA_CTS_2022-12
-2069006895,2022-12-05 19:09:41+00:00,-10.8126983333,141.859251667,6.0,86.9,,Fishing,AMSA_CTS_2022-12
-2069006895,2022-12-05 20:09:42+00:00,-10.8103516667,141.963145,6.5,87.0,,Fishing,AMSA_CTS_2022-12
-2069006895,2022-12-05 21:55:11+00:00,-10.8060183333,142.161853333,6.7,89.4,,Unknown,AMSA_CTS_2022-12
-2069006895,2022-12-05 22:59:43+00:00,-10.7752116667,142.266128333,5.4,62.1,,Fishing,AMSA_CTS_2022-12
-2069006895,2022-12-06 00:04:40+00:00,-10.736685,142.34233,0.0,0.0,,Fishing,AMSA_CTS_2022-12
-2069006895,2022-12-06 01:09:37+00:00,-10.725315,142.381085,3.9,21.0,,Fishing,AMSA_CTS_2022-12
-2069006895,2022-12-06 02:09:37+00:00,-10.6968633333,142.427735,4.2,76.4,,Fishing,AMSA_CTS_2022-12
-2069006895,2022-12-06 03:14:38+00:00,-10.6781366667,142.520881667,5.9,91.7,,Fishing,AMSA_CTS_2022-12
-2069006895,2022-12-06 04:18:38+00:00,-10.68125,142.522615,0.1,246.3,,Fishing,AMSA_CTS_2022-12
-2069006895,2022-12-06 05:24:37+00:00,-10.6813266667,142.522598333,0.1,229.8,,Fishing,AMSA_CTS_2022-12
-2069006895,2022-12-06 06:24:38+00:00,-10.6812883333,142.522596667,0.0,280.0,,Fishing,AMSA_CTS_2022-12
-2069006895,2022-12-06 07:27:37+00:00,-10.6811233333,142.522455,0.0,0.0,,Fishing,AMSA_CTS_2022-12
-2069006895,2022-12-06 08:29:37+00:00,-10.64019,142.456846667,4.9,300.6,,Fishing,AMSA_CTS_2022-12
-2069006895,2022-12-06 09:29:39+00:00,-10.5931116667,142.381685,5.7,304.0,,Fishing,AMSA_CTS_2022-12
-2069006895,2022-12-06 10:34:38+00:00,-10.5589983333,142.275308333,0.0,0.0,,Fishing,AMSA_CTS_2022-12
-2069006895,2022-12-06 11:38:06+00:00,-10.5835316667,142.248623333,0.0,179.2,,Fishing,AMSA_CTS_2022-12
-2069006895,2022-12-06 12:38:07+00:00,-10.583565,142.248623333,0.0,145.9,,Fishing,AMSA_CTS_2022-12
-2069006895,2022-12-06 13:44:07+00:00,-10.5835283333,142.248598333,0.0,235.8,,Fishing,AMSA_CTS_2022-12
-2069006895,2022-12-06 14:44:08+00:00,-10.583505,142.248613333,0.0,206.3,,Fishing,AMSA_CTS_2022-12
-2069006895,2022-12-06 15:47:06+00:00,-10.5835083333,142.248621667,0.0,0.0,,Fishing,AMSA_CTS_2022-12
-2069006895,2022-12-06 16:47:06+00:00,-10.583485,142.248626667,0.0,0.0,,Fishing,AMSA_CTS_2022-12
-2069006895,2022-12-06 17:47:10+00:00,-10.583215,142.248855,0.0,0.0,,Fishing,AMSA_CTS_2022-12
-2069006895,2022-12-06 18:53:07+00:00,-10.5829783333,142.248945,0.0,0.0,,Fishing,AMSA_CTS_2022-12
-2069006895,2022-12-06 19:53:07+00:00,-10.5828933333,142.248971667,0.1,207.6,,Fishing,AMSA_CTS_2022-12
-2069006895,2022-12-06 20:53:08+00:00,-10.5828833333,142.248981667,0.0,0.0,,Fishing,AMSA_CTS_2022-12
-2069006895,2022-12-06 21:59:07+00:00,-10.582895,142.248956667,0.0,194.7,,Fishing,AMSA_CTS_2022-12
-2069006895,2022-12-06 22:59:09+00:00,-10.5828966667,142.248873333,0.0,204.5,,Fishing,AMSA_CTS_2022-12
-2069006895,2022-12-07 00:02:06+00:00,-10.5832,142.248538333,0.0,0.0,,Fishing,AMSA_CTS_2022-12
-2069006895,2022-12-07 01:04:47+00:00,-10.5873366667,142.247023333,5.7,190.4,,Fishing,AMSA_CTS_2022-12
-2069006895,2022-12-07 02:12:37+00:00,-10.583215,142.248356667,0.8,230.6,,Fishing,AMSA_CTS_2022-12
-2069006895,2022-12-07 03:12:37+00:00,-10.5833833333,142.248135,0.3,25.0,,Fishing,AMSA_CTS_2022-12
-2069006895,2022-12-07 04:12:38+00:00,-10.5833383333,142.248111667,0.3,155.5,,Fishing,AMSA_CTS_2022-12
-2069006895,2022-12-07 05:12:40+00:00,-10.583245,142.248091667,0.1,176.1,,Fishing,AMSA_CTS_2022-12
-2069006895,2022-12-07 06:18:38+00:00,-10.5829683333,142.248335,0.0,338.3,,Fishing,AMSA_CTS_2022-12
-2069006895,2022-12-07 07:24:37+00:00,-10.5828866667,142.248698333,0.1,224.8,,Fishing,AMSA_CTS_2022-12
-2069006895,2022-12-07 08:24:37+00:00,-10.5696366667,142.254135,6.1,58.0,,Fishing,AMSA_CTS_2022-12
-2069006895,2022-12-07 09:24:37+00:00,-10.5713433333,142.351885,5.3,117.5,,Fishing,AMSA_CTS_2022-12
-2069006895,2022-12-07 10:29:36+00:00,-10.6162783333,142.437151667,5.3,119.5,,Fishing,AMSA_CTS_2022-12
-2069006895,2022-12-07 11:29:38+00:00,-10.6556466667,142.50657,4.3,115.8,,Fishing,AMSA_CTS_2022-12
-2069006895,2022-12-07 12:34:37+00:00,-10.7005016667,142.56164,0.0,0.0,,Fishing,AMSA_CTS_2022-12
-2069006895,2022-12-07 13:39:38+00:00,-10.7466716667,142.609398333,4.0,132.2,,Fishing,AMSA_CTS_2022-12
-2069006895,2022-12-07 14:44:36+00:00,-10.8181683333,142.667305,5.5,149.5,,Fishing,AMSA_CTS_2022-12
-2069006895,2022-12-07 15:59:36+00:00,-10.9252583333,142.722223333,5.9,160.0,,Unknown,AMSA_CTS_2022-12
-2069006895,2022-12-07 17:03:35+00:00,-10.9574666667,142.69086,0.0,0.0,,Fishing,AMSA_CTS_2022-12
-2069006895,2022-12-07 18:03:36+00:00,-10.9574483333,142.690858333,0.0,0.0,,Fishing,AMSA_CTS_2022-12
-2069006895,2022-12-07 19:21:36+00:00,-10.9572633333,142.690726667,0.0,220.6,,Unknown,AMSA_CTS_2022-12
-2069006895,2022-12-07 20:27:38+00:00,-10.9571033333,142.690591667,0.0,313.6,,Fishing,AMSA_CTS_2022-12
-2069006895,2022-12-07 21:57:39+00:00,-10.9570166667,142.690546667,0.0,304.7,,Unknown,AMSA_CTS_2022-12
-2069006895,2022-12-07 23:09:36+00:00,-10.9570666667,142.690506667,0.0,296.1,,Unknown,AMSA_CTS_2022-12
-2069006895,2022-12-08 00:14:18+00:00,-10.96144,142.74498,4.9,126.0,,Fishing,AMSA_CTS_2022-12
-2069006895,2022-12-08 01:14:49+00:00,-11.03402,142.783803333,5.3,163.8,,Fishing,AMSA_CTS_2022-12
-2069006895,2022-12-08 02:19:49+00:00,-11.129795,142.81298,5.6,164.5,,Fishing,AMSA_CTS_2022-12
-2069006895,2022-12-08 03:24:48+00:00,-11.2307233333,142.84394,6.2,164.8,,Fishing,AMSA_CTS_2022-12
-2069006895,2022-12-08 04:24:49+00:00,-11.330505,142.874615,6.4,164.5,,Fishing,AMSA_CTS_2022-12
-2069006895,2022-12-08 05:24:51+00:00,-11.4339783333,142.894886667,6.2,170.6,,Fishing,AMSA_CTS_2022-12
-2079804097,2022-12-12 22:44:49+00:00,-11.4555516667,142.981533333,13.9,7.9,,Unknown,AMSA_CTS_2022-12
-2079804097,2022-12-12 23:44:55+00:00,-11.230405,142.957715,13.9,340.7,,Unknown,AMSA_CTS_2022-12
-2079804097,2022-12-13 00:44:56+00:00,-11.0094533333,142.879978333,13.9,340.7,,Unknown,AMSA_CTS_2022-12
-2079804097,2022-12-13 01:44:56+00:00,-10.798985,142.793835,13.2,293.5,,Other,AMSA_CTS_2022-12
-2079804097,2022-12-13 02:44:56+00:00,-10.6694883333,142.615151667,13.3,324.5,,Other,AMSA_CTS_2022-12
-2079804097,2022-12-13 03:44:56+00:00,-10.53643,142.43764,13.5,300.4,,Other,AMSA_CTS_2022-12
-2079804097,2022-12-13 04:44:56+00:00,-10.5095566667,142.23309,12.6,268.0,,Other,AMSA_CTS_2022-12
-2079804097,2022-12-13 05:44:56+00:00,-10.552685,142.03809,12.6,284.1,,Other,AMSA_CTS_2022-12
-2079804097,2022-12-13 06:44:57+00:00,-10.548,141.851793333,6.9,216.6,,Other,AMSA_CTS_2022-12
-2079804097,2022-12-13 07:44:57+00:00,-10.69671,141.735381667,13.3,217.8,,Other,AMSA_CTS_2022-12
-2079804097,2022-12-13 08:44:57+00:00,-10.7651966667,141.55811,12.7,280.1,,Other,AMSA_CTS_2022-12
-2079804097,2022-12-13 09:54:55+00:00,-10.7248416667,141.311583333,9.5,278.3,,Unknown,AMSA_CTS_2022-12
-2079804097,2022-12-13 10:59:28+00:00,-10.7354116667,141.296548333,0.0,0.0,,Other,AMSA_CTS_2022-12
-2079804097,2022-12-13 12:02:28+00:00,-10.7350616667,141.2963,0.0,83.0,,Other,AMSA_CTS_2022-12
-2079804097,2022-12-13 13:08:27+00:00,-10.7352866667,141.296348333,0.0,76.0,,Other,AMSA_CTS_2022-12
-2079804097,2022-12-13 14:14:26+00:00,-10.7352633333,141.296338333,0.0,67.0,,Other,AMSA_CTS_2022-12
-2079804097,2022-12-13 15:14:27+00:00,-10.73493,141.296348333,0.0,70.0,,Other,AMSA_CTS_2022-12
-2079804097,2022-12-13 16:14:28+00:00,-10.7345233333,141.296466667,0.0,76.0,,Other,AMSA_CTS_2022-12
-2079804097,2022-12-13 17:17:27+00:00,-10.7349533333,141.296706667,0.0,65.0,,Other,AMSA_CTS_2022-12
-2079804097,2022-12-13 18:17:27+00:00,-10.7319983333,141.30033,0.2,127.0,,Other,AMSA_CTS_2022-12
-2079804097,2022-12-13 19:17:27+00:00,-10.7325383333,141.30088,0.0,238.0,,Other,AMSA_CTS_2022-12
-2079804097,2022-12-13 20:17:27+00:00,-10.7326883333,141.300973333,0.0,242.0,,Other,AMSA_CTS_2022-12
-2079804097,2022-12-13 21:23:27+00:00,-10.7325683333,141.300916667,0.0,232.0,,Other,AMSA_CTS_2022-12
-2079804097,2022-12-13 22:23:50+00:00,-10.7331316667,141.301223333,0.0,0.0,,Other,AMSA_CTS_2022-12
-2079804097,2022-12-13 23:23:52+00:00,-10.7334216667,141.301361667,0.0,0.0,,Other,AMSA_CTS_2022-12
-2079804097,2022-12-14 00:29:50+00:00,-10.7334866667,141.301336667,0.0,0.0,,Other,AMSA_CTS_2022-12
-2079804097,2022-12-14 01:29:51+00:00,-10.73289,141.301083333,0.1,154.0,,Other,AMSA_CTS_2022-12
-2079804097,2022-12-14 02:29:51+00:00,-10.73176,141.298911667,0.2,251.4,,Other,AMSA_CTS_2022-12
-2079804097,2022-12-14 03:32:50+00:00,-10.7332133333,141.296615,0.0,0.0,,Other,AMSA_CTS_2022-12
